employee_id,first_name,last_name,email,gender,department,job_title,hire_date,exit_date,is_active,salary,currency,country,state,city,manager_id,performance_score,email_valid,date_sequence_error
1013,Que,Khan,que.khan@example.com,Female,Human Resources,Manager,2016-08-02,,True,41063.59,ZAR,United States,Gauteng,Cape Town,1001.0,D,True,False
1014,Rae,Moyo,rae.moyo@mail.com,Female,Sales,Sales Rep,2020-12-24,2023-12-30,False,31863.72,ZAR,United States,Western Cape,Polokwane,1008.0,D,True,False
1015,Chipo,Nkosi,chipo.nkosi@company.co.za,Other,Human Resources,Accountant,2017-06-18,,True,32087.01,USD,United States,Limpopo,Durban,1006.0,A,True,False
1016,Ken,Khan,ken.khan@example,Other,Information Technology,Data Scientist,2020-09-29,,True,17561.1,ZAR,South Africa,KwaZulu-Natal,,1007.0,D,False,False
1017,Esi,Khan,esi.khancompany.co.za,Other,Operations,Manager,2019-10-09,2020-05-07,False,41654.96,ZAR,United States,Gauteng,Durban,,Pending,False,False
1018,Esi,Moyo,esi.moyocompany.co.za,Female,Finance,Data Scientist,2022-01-19,,True,36486.57,ZAR,South Africa,Gauteng,,1007.0,D,False,False
1019,David,Govender,david.govender@company.co.za,Male,Finance,Clerk,2017-03-24,,True,38293.52,ZAR,South Africa,,,,A,True,False
1020,Vin,Nguyen,vin.nguyencompany.co.za,Female,Human Resources,Manager,2018-01-06,,True,16681.71,USD,South Africa,Gauteng,Durban,1016.0,B,False,False
1021,Que,Brown,que.brown@example.com,Female,Information Technology,Analyst,2019-06-02,,True,54808.4,ZAR,United Kingdom,KwaZulu-Natal,,,B,True,False
1022,Bob,Nguyen,bob.nguyen@mail.com,Male,Human Resources,Manager,2022-02-22,,True,36852.03,USD,United Kingdom,Gauteng,Polokwane,1017.0,Pending,True,False
1023,Chipo,Van Wyk,chipo.van wyk@company.co.za,Other,Operations,Engineer,2017-08-03,,True,30354.32,ZAR,South Africa,Gauteng,Pretoria,1009.0,Pending,True,False
1024,Sam,Naidoo,sam.naidoo@example,Male,Information Technology,Senior Analyst,2022-10-06,,True,59348.87,GBP,South Africa,KwaZulu-Natal,Johannesburg,,A,False,False
1025,Abel,Khan,abel.khan@mail.com,Male,Finance,Senior Analyst,2021-07-09,,True,34455.37,GBP,United Kingdom,Gauteng,,1016.0,D,True,False
1026,Alice,Naidoo,alice.naidoo@example,Female,Human Resources,HR Officer,2018-11-09,,True,17591.86,ZAR,South Africa,,Durban,1003.0,A,False,False
1027,Liam,Smith,liam.smithexample.com,Male,Information Technology,Data Scientist,2022-02-13,,True,30137.27,ZAR,United Kingdom,,Pretoria,,D,False,False
1028,Tari,Brown,tari.brown@example.com,Male,Sales,Manager,2016-11-30,,True,7540.22,GBP,United Kingdom,Gauteng,Cape Town,1003.0,Pending,True,False
1029,Henry,Zuma,henry.zuma@mail.com,Male,Finance,Senior Analyst,2016-12-16,2018-06-28,False,380742.08,USD,United Kingdom,,Pretoria,1009.0,D,True,False
1030,Isaac,Mthembu,isaac.mthembu@example.com,Male,Finance,HR Officer,2019-06-26,,True,30002.31,USD,United States,Gauteng,Johannesburg,1027.0,D,True,False
1031,Henry,Brown,henry.brown@mail.com,Male,Information Technology,Senior Analyst,2022-11-11,,True,26089.36,ZAR,United Kingdom,Western Cape,,1021.0,A,True,False
1032,Chipo,Pillay,chipo.pillay@mail.com,Male,Human Resources,Analyst,2021-01-10,,True,47869.64,USD,United Kingdom,Gauteng,Johannesburg,1029.0,A,True,False
1033,Isaac,Nkosi,isaac.nkosiexample,Female,Engineering,HR Officer,2019-01-24,,True,15187.09,ZAR,South Africa,Limpopo,Cape Town,1019.0,D,False,False
1034,Tari,Naidoo,tari.naidoo@example.com,Female,Human Resources,HR Officer,2015-08-11,2015-12-25,False,41425.15,USD,South Africa,Gauteng,Cape Town,1012.0,D,True,False
1035,Bob,Pillay,bob.pillay@example,Male,Human Resources,Senior Analyst,2018-02-20,,True,10227.02,USD,United Kingdom,Gauteng,Johannesburg,1013.0,B,False,False
1036,Ken,Ndlovu,ken.ndlovu@mail.com,Other,Operations,HR Officer,2015-06-16,,True,27054.09,USD,United Kingdom,KwaZulu-Natal,Durban,,C,True,False
1037,Isaac,Pillay,isaac.pillay@mail.com,Other,Operations,Accountant,2019-05-03,,True,20549.36,GBP,United Kingdom,,,1016.0,D,True,False
1038,Liam,Brown,liam.brown@mail.com,Female,Human Resources,Analyst,2020-05-27,,True,52543.71,ZAR,United Kingdom,Limpopo,,,D,True,False
1039,Oscar,Mthembu,oscar.mthembu@company.co.za,Male,Finance,Clerk,2017-11-06,2019-04-22,False,56193.93,ZAR,United Kingdom,KwaZulu-Natal,Cape Town,1015.0,D,True,False
1040,Bob,Dlamini,bob.dlamini@example,Other,Human Resources,Data Scientist,2017-08-11,2022-05-02,False,31047.03,USD,United Kingdom,,Johannesburg,1039.0,B,False,False
1041,Bob,Ndlovu,bob.ndlovu@mail.com,Female,Human Resources,Engineer,2015-02-16,,True,360710.4,USD,South Africa,Limpopo,Johannesburg,1036.0,A,True,False
1042,Una,Naidoo,una.naidoo@company.co.za,Female,Engineering,Analyst,2018-07-03,,True,32840.16,ZAR,United Kingdom,,Polokwane,1001.0,D,True,False
1043,David,Nguyen,david.nguyen@example,Male,Human Resources,Analyst,2015-07-31,,True,41816.74,ZAR,South Africa,KwaZulu-Natal,Durban,1011.0,D,False,False
1044,Pat,Brown,pat.brown@example.com,Female,Sales,Clerk,2015-08-07,2019-09-03,False,25965.95,ZAR,United Kingdom,,,1031.0,A,True,False
1045,Mai,Khan,mai.khan@example.com,Other,Operations,Engineer,2015-06-18,,True,14499.93,GBP,United Kingdom,,Polokwane,1016.0,D,True,False
1046,Que,Zuma,que.zuma@example,Female,Sales,Accountant,2017-01-05,2019-02-08,False,13362.82,ZAR,South Africa,,Cape Town,1021.0,A,False,False
1047,Bob,Brown,bob.brown@example.com,Female,Operations,Senior Analyst,2017-03-04,,True,39597.46,GBP,South Africa,Gauteng,,1017.0,C,True,False
1048,Chad,Nguyen,chad.nguyen@example,Male,Finance,Sales Rep,2017-08-30,2018-08-25,False,61971.14,USD,South Africa,,Johannesburg,1024.0,Pending,False,False
1049,Que,Mthembu,que.mthembu@company.co.za,Female,Engineering,Manager,2019-01-15,2022-07-28,False,38232.94,GBP,United Kingdom,,Johannesburg,1015.0,D,True,False
1050,Nia,Khan,nia.khan@example,Female,Information Technology,Analyst,2015-04-02,,True,28704.74,GBP,United Kingdom,,Cape Town,1040.0,B,False,False
1051,Alice,Brown,alice.brownexample.com,Female,Human Resources,Data Scientist,2019-07-05,2024-03-11,False,57944.23,GBP,United States,Western Cape,Cape Town,,A,False,False
1052,Mai,Naidoo,mai.naidooexample.com,Male,Sales,Engineer,2016-08-05,,True,37847.62,USD,South Africa,,,,D,False,False
1053,Chipo,Van Wyk,chipo.van wyk@example.com,Female,Information Technology,Analyst,2016-05-19,,True,36217.21,USD,United States,KwaZulu-Natal,Durban,1014.0,A,True,False
1054,Faith,Pillay,faith.pillay@company.co.za,Male,Engineering,Clerk,2021-09-28,,True,38030.93,ZAR,United Kingdom,,Cape Town,1020.0,Pending,True,False
1055,Sam,Dlamini,sam.dlamini@example.com,Male,Information Technology,Manager,2018-11-13,2019-09-22,False,33411.47,ZAR,United Kingdom,Western Cape,,,D,True,False
1056,David,Nkosi,david.nkosiexample.com,Other,Operations,Senior Analyst,2022-01-30,2026-08-08,False,31286.28,ZAR,United Kingdom,KwaZulu-Natal,Durban,1049.0,Pending,False,False
1057,Que,Zuma,que.zuma@example.com,Male,Operations,Senior Analyst,2018-11-21,,True,17780.44,GBP,South Africa,KwaZulu-Natal,,,A,True,False
1058,Pat,Van Wyk,pat.van wyk@company.co.za,Male,Human Resources,Data Scientist,2017-05-29,2021-01-21,False,41019.49,ZAR,United Kingdom,KwaZulu-Natal,Johannesburg,1026.0,D,True,False
1059,Chad,Govender,chad.govender@company.co.za,Female,Sales,Sales Rep,2016-12-01,2019-08-01,False,33862.69,ZAR,United Kingdom,,Durban,1056.0,C,True,False
1060,Faith,Zuma,faith.zuma@mail.com,Male,Information Technology,Engineer,2020-09-10,,True,49317.03,GBP,United States,KwaZulu-Natal,Cape Town,1013.0,B,True,False
1061,Vin,Dlamini,vin.dlamini@mail.com,Male,Operations,Data Scientist,2019-11-17,,True,30574.18,USD,United Kingdom,,Cape Town,1041.0,B,True,False
1062,Isaac,Mthembu,isaac.mthembu@example,Male,Information Technology,HR Officer,2017-07-25,,True,12123.56,USD,United Kingdom,,,1027.0,B,False,False
1063,Isaac,Nguyen,isaac.nguyen@example.com,Female,Engineering,Sales Rep,2022-07-28,,True,33804.67,ZAR,South Africa,KwaZulu-Natal,Pretoria,1046.0,Pending,True,False
1064,Liam,Dlamini,liam.dlamini@example.com,Male,Engineering,Sales Rep,2018-11-05,2022-10-06,False,55394.45,GBP,United Kingdom,,Johannesburg,1025.0,A,True,False
1065,Nia,Smith,nia.smith@mail.com,Female,Engineering,Sales Rep,2017-06-15,,True,30398.92,GBP,South Africa,Limpopo,,1029.0,C,True,False
1066,Vin,Govender,vin.govender@mail.com,Female,Sales,Clerk,2017-08-01,,True,24321.72,USD,United Kingdom,Western Cape,,1062.0,A,True,False
1067,Vin,Ndlovu,vin.ndlovu@example.com,Male,Information Technology,Clerk,2016-07-29,,True,20676.9,GBP,South Africa,,Cape Town,,C,True,False
1068,Zed,Naidoo,zed.naidoo@example.com,Female,Sales,Data Scientist,2017-03-19,2021-12-31,False,22399.8,ZAR,South Africa,Limpopo,Polokwane,1062.0,D,True,False
1069,Henry,Zuma,henry.zuma@company.co.za,Male,Information Technology,Accountant,2022-06-18,,True,31397.68,ZAR,South Africa,,,,Pending,True,False
1070,Pat,Zuma,pat.zuma@example,Female,Engineering,Senior Analyst,2022-05-23,,True,20840.21,ZAR,United Kingdom,KwaZulu-Natal,Durban,,C,False,False
1071,Bea,Khan,bea.khan@example.com,Male,Engineering,Data Scientist,2016-06-06,,True,52971.67,GBP,South Africa,Limpopo,Durban,1006.0,Pending,True,False
1072,Yara,Govender,yara.govender@example.com,Male,Information Technology,Accountant,2022-01-05,2022-04-20,False,31608.38,ZAR,United Kingdom,,,1039.0,C,True,False
1073,Alice,Smith,alice.smith@example.com,Male,Engineering,HR Officer,2020-01-03,,True,36303.78,GBP,United States,Western Cape,Cape Town,,A,True,False
1074,Grace,Nguyen,grace.nguyen@example.com,Male,Information Technology,Engineer,2020-01-21,2024-06-23,False,52258.87,USD,United States,,Polokwane,1033.0,A,True,False
1075,Alice,Moyo,alice.moyo@company.co.za,Male,Information Technology,Manager,2020-06-15,,True,53039.82,ZAR,United Kingdom,,Cape Town,1054.0,C,True,False
1076,Zed,Brown,zed.brown@example.com,Other,Information Technology,Clerk,2021-10-17,2026-07-18,False,32447.2,GBP,United Kingdom,,,,A,True,False
1077,Ken,Pillay,ken.pillay@example.com,Male,Human Resources,Manager,2018-01-26,,True,38983.69,USD,South Africa,,Cape Town,1008.0,B,True,False
1078,Isaac,Mthembu,isaac.mthembu@example.com,Other,Engineering,Senior Analyst,2017-08-11,,True,43820.32,ZAR,South Africa,Western Cape,,1047.0,D,True,False
1079,Yara,Khan,yara.khan@example,Other,Human Resources,Clerk,2022-02-04,,True,32685.73,ZAR,South Africa,,Polokwane,1028.0,D,False,False
1080,David,Zuma,david.zuma@company.co.za,Female,Human Resources,HR Officer,2015-12-09,2018-02-03,False,13663.85,ZAR,United Kingdom,Gauteng,,,B,True,False
1081,Una,Dlamini,una.dlamini@mail.com,Female,Finance,Engineer,2016-12-06,,True,42856.47,ZAR,United Kingdom,,,1062.0,C,True,False
1082,Yara,Moyo,yara.moyo@example.com,Female,Engineering,Data Scientist,2019-05-17,,True,45732.23,ZAR,United States,,Cape Town,1021.0,A,True,False
1083,Tari,Nguyen,tari.nguyen@example.com,Female,Engineering,Analyst,2022-01-17,,True,39986.03,ZAR,United Kingdom,Western Cape,,1058.0,D,True,False
1084,Bea,Naidoo,bea.naidoo@mail.com,Female,Finance,Data Scientist,2018-10-02,2021-05-23,False,23917.46,GBP,South Africa,,Polokwane,,C,True,False
1085,Nia,Pillay,nia.pillay@example,Female,Human Resources,Analyst,2018-04-17,,True,32647.67,ZAR,United States,KwaZulu-Natal,Cape Town,1006.0,C,False,False
1086,Sam,Naidoo,sam.naidoo@mail.com,Male,Human Resources,Senior Analyst,2021-10-28,2022-09-03,False,27910.76,ZAR,South Africa,Gauteng,,1053.0,Pending,True,False
1087,Zed,Ndlovu,zed.ndlovuexample.com,Other,Operations,Accountant,2016-06-29,2021-03-28,False,31403.47,ZAR,United Kingdom,,Polokwane,,B,False,False
1088,Abel,Nguyen,abel.nguyen@company.co.za,Female,Operations,Accountant,2020-01-03,,True,50562.62,ZAR,South Africa,KwaZulu-Natal,Durban,,C,True,False
1089,Alice,Nguyen,alice.nguyen@example.com,Female,Human Resources,Manager,2015-07-05,,True,53354.96,GBP,South Africa,Western Cape,Cape Town,1060.0,A,True,False
1090,Una,Smith,una.smith@example.com,Male,Engineering,HR Officer,2017-09-11,,True,43033.02,GBP,South Africa,,Durban,1055.0,C,True,False
1091,David,Khan,david.khan@example,Female,Information Technology,Analyst,2017-07-12,,True,41584.94,ZAR,South Africa,,Pretoria,1087.0,A,False,False
1092,Tari,Dlamini,tari.dlamini@example,Male,Human Resources,Data Scientist,2016-04-08,2019-09-07,False,43119.55,GBP,United States,Western Cape,Polokwane,1017.0,Pending,False,False
1093,Jane,Pillay,jane.pillay@example,Male,Information Technology,Engineer,2022-04-17,,True,34853.09,ZAR,United Kingdom,Western Cape,Cape Town,1050.0,A,False,False
1094,Liam,Naidoo,liam.naidoo@example,Female,Finance,Data Scientist,2015-08-22,2020-08-09,False,34092.04,USD,South Africa,,Cape Town,,D,False,False
1095,Ken,Govender,ken.govender@company.co.za,Male,Sales,Senior Analyst,2020-04-30,,True,26916.26,GBP,South Africa,Limpopo,Polokwane,,C,True,False
1096,Bea,Mthembu,bea.mthembu@example,Male,Engineering,Data Scientist,2018-12-16,,True,34329.59,USD,United States,KwaZulu-Natal,Cape Town,1019.0,Pending,False,False
1097,Henry,Dlamini,henry.dlamini@company.co.za,Male,Engineering,Analyst,2015-04-15,,True,62119.36,GBP,United Kingdom,,,1088.0,C,True,False
1098,Bob,Mthembu,bob.mthembu@example.com,Other,Human Resources,HR Officer,2019-03-14,,True,45428.47,USD,United Kingdom,,Pretoria,1012.0,C,True,False
1099,Chipo,Nguyen,chipo.nguyen@company.co.za,Male,Sales,HR Officer,2022-01-28,,True,30894.6,ZAR,United Kingdom,,,1006.0,A,True,False
1100,Jane,Van Wyk,jane.van wyk@example.com,Female,Information Technology,Analyst,2017-03-16,,True,29336.88,ZAR,United States,,Johannesburg,1010.0,D,True,False
1101,Abel,Zuma,abel.zuma@company.co.za,Female,Finance,Clerk,2018-02-02,2021-06-08,False,24626.12,ZAR,United Kingdom,,,,B,True,False
1102,Henry,Nkosi,henry.nkosicompany.co.za,Female,Sales,Data Scientist,2019-09-10,,True,39492.44,ZAR,United Kingdom,KwaZulu-Natal,Polokwane,,A,False,False
1103,Faith,Naidoo,faith.naidoo@example.com,Male,Finance,HR Officer,2021-04-19,,True,39698.55,USD,United States,Western Cape,Polokwane,1037.0,A,True,False
1104,Isaac,Govender,isaac.govender@mail.com,Male,Human Resources,Engineer,2018-01-09,,True,17682.54,USD,South Africa,,Polokwane,1075.0,Pending,True,False
1105,Grace,Nkosi,grace.nkosi@example,Male,Engineering,Sales Rep,2017-10-05,2022-01-19,False,40836.02,USD,South Africa,,,,B,False,False
1106,Yara,Nguyen,yara.nguyenexample.com,Other,Engineering,Sales Rep,2018-05-01,2020-01-11,False,28166.33,USD,South Africa,KwaZulu-Natal,Cape Town,1087.0,D,False,False
1107,Alice,Govender,alice.govender@company.co.za,Female,Human Resources,Manager,2018-04-08,,True,416965.2,ZAR,United Kingdom,Western Cape,,1049.0,C,True,False
1108,Una,Govender,una.govender@company.co.za,Other,Information Technology,Clerk,2015-01-04,,True,36882.13,GBP,South Africa,Western Cape,,1102.0,A,True,False
1109,Nia,Van Wyk,nia.van wyk@example.com,Female,Engineering,Accountant,2018-10-25,,True,55612.76,GBP,United States,Western Cape,Polokwane,1006.0,C,True,False
1110,Faith,Khan,faith.khan@mail.com,Other,Human Resources,Clerk,2018-11-23,,True,29502.48,GBP,South Africa,Gauteng,Pretoria,1018.0,C,True,False
1111,Esi,Van Wyk,esi.van wyk@example.com,Male,Operations,Manager,2022-08-05,,True,31544.19,USD,United States,Western Cape,Johannesburg,1036.0,C,True,False
1112,Oscar,Dlamini,oscar.dlamini@example,Female,Finance,Manager,2021-04-02,2025-07-16,False,38597.7,USD,South Africa,,Polokwane,,C,False,False
1113,Alice,Ndlovu,alice.ndlovumail.com,Other,Operations,Analyst,2015-04-14,,True,47671.38,GBP,South Africa,Gauteng,,1040.0,D,False,False
1114,Faith,Govender,faith.govender@company.co.za,Male,Engineering,Data Scientist,2017-09-07,2022-04-08,False,41790.59,ZAR,United States,Limpopo,Polokwane,1039.0,B,True,False
1115,Will,Nkosi,will.nkosi@example,Male,Human Resources,Accountant,2020-05-17,2025-03-04,False,20197.71,ZAR,South Africa,,,1044.0,B,False,False
1116,Chad,Van Wyk,chad.van wyk@example.com,Other,Information Technology,Clerk,2021-05-13,,True,37194.81,ZAR,United Kingdom,,Pretoria,1104.0,Pending,True,False
1117,Vin,Pillay,vin.pillay@mail.com,Male,Engineering,Sales Rep,2022-02-08,2025-12-28,False,35266.94,GBP,United Kingdom,KwaZulu-Natal,Pretoria,1057.0,B,True,False
1118,Faith,Nkosi,faith.nkosi@example.com,Male,Information Technology,Data Scientist,2022-12-14,2026-03-30,False,29851.18,USD,South Africa,Limpopo,Cape Town,,Pending,True,False
1119,David,Zuma,david.zuma@example,Male,Human Resources,Clerk,2021-12-09,2021-09-10,False,27222.74,GBP,South Africa,Limpopo,Johannesburg,1112.0,C,False,True
1120,Faith,Ndlovu,faith.ndlovu@example.com,Female,Sales,Sales Rep,2019-01-02,,True,55970.93,ZAR,South Africa,KwaZulu-Natal,Durban,,D,True,False
1121,David,Brown,david.brown@example.com,Male,Human Resources,Manager,2021-03-20,,True,30315.36,USD,United States,Gauteng,Johannesburg,1020.0,A,True,False
1122,Zed,Nguyen,zed.nguyen@example,Other,Human Resources,Accountant,2019-05-31,,True,24848.93,GBP,South Africa,Western Cape,Cape Town,,Pending,False,False
1123,Oscar,Smith,oscar.smith@company.co.za,Female,Engineering,Engineer,2015-03-26,,True,42645.35,ZAR,United States,KwaZulu-Natal,Durban,1068.0,A,True,False
1124,Rae,Brown,rae.brown@example.com,Male,Finance,Engineer,2016-08-01,,True,36567.48,GBP,United Kingdom,KwaZulu-Natal,Johannesburg,1086.0,Pending,True,False
1125,Liam,Nkosi,liam.nkosi@mail.com,Male,Information Technology,Accountant,2019-07-17,,True,34090.23,USD,United States,,Durban,1025.0,Pending,True,False
1126,Faith,Pillay,faith.pillay@example,Female,Human Resources,Accountant,2018-07-31,,True,44375.62,ZAR,South Africa,Gauteng,Polokwane,1115.0,A,False,False
1127,Grace,Nkosi,grace.nkosiexample.com,Female,Information Technology,Clerk,2016-07-13,,True,40863.5,USD,South Africa,,Polokwane,1087.0,A,False,False
1128,Bea,Smith,bea.smith@example,Male,Engineering,Data Scientist,2020-03-12,,True,39346.28,USD,South Africa,Gauteng,Johannesburg,1019.0,C,False,False
1129,Abel,Ndlovu,abel.ndlovu@company.co.za,Other,Information Technology,Data Scientist,2022-12-24,,True,46570.41,USD,South Africa,KwaZulu-Natal,Johannesburg,1026.0,B,True,False
1130,Una,Nkosi,una.nkosi@mail.com,Male,Sales,Sales Rep,2017-04-19,,True,38403.64,ZAR,United States,Gauteng,Durban,1063.0,B,True,False
1131,Una,Ndlovu,una.ndlovu@company.co.za,Male,Human Resources,Senior Analyst,2022-05-27,,True,27596.94,USD,United Kingdom,Limpopo,,,C,True,False
1132,Will,Smith,will.smith@mail.com,Female,Engineering,Data Scientist,2018-05-07,,True,30652.61,ZAR,United Kingdom,KwaZulu-Natal,Johannesburg,1125.0,B,True,False
1133,Ken,Govender,ken.govender@mail.com,Female,Operations,Clerk,2015-07-09,2020-06-11,False,28748.33,ZAR,South Africa,Western Cape,Durban,1091.0,D,True,False
1134,Vin,Smith,vin.smith@example,Female,Human Resources,Engineer,2017-04-04,2020-03-02,False,37516.66,ZAR,United Kingdom,Gauteng,Johannesburg,1125.0,D,False,False
1135,Alice,Naidoo,alice.naidoo@company.co.za,Other,Human Resources,Clerk,2017-05-31,2017-11-25,False,22064.18,ZAR,South Africa,,Johannesburg,1093.0,A,True,False
1136,Una,Zuma,una.zuma@company.co.za,Female,Engineering,Sales Rep,2019-09-13,,True,13010.89,ZAR,United States,KwaZulu-Natal,,1097.0,A,True,False
1137,Chipo,Nguyen,chipo.nguyen@company.co.za,Male,Sales,Sales Rep,2022-06-29,2026-10-04,False,36057.86,USD,South Africa,,,1097.0,D,True,False
1138,Que,Pillay,que.pillay@company.co.za,Male,Sales,Clerk,2020-11-08,,True,18961.75,GBP,South Africa,KwaZulu-Natal,Cape Town,1040.0,B,True,False
1139,Una,Nguyen,una.nguyen@company.co.za,Female,Engineering,Senior Analyst,2019-08-07,2021-09-05,False,11576.26,USD,United Kingdom,KwaZulu-Natal,Polokwane,1116.0,Pending,True,False
1140,Esi,Moyo,esi.moyo@mail.com,Male,Sales,Clerk,2019-04-11,2020-10-23,False,39479.97,USD,United Kingdom,Western Cape,Durban,,A,True,False
1141,Grace,Naidoo,grace.naidoo@example.com,Male,Engineering,Clerk,2015-06-21,,True,26467.36,GBP,South Africa,,Pretoria,1053.0,A,True,False
1142,Yara,Zuma,yara.zuma@example,Female,Information Technology,Analyst,2016-03-17,,True,40953.51,USD,United Kingdom,Limpopo,Cape Town,1003.0,D,False,False
1143,Rae,Moyo,rae.moyo@example,Female,Finance,Senior Analyst,2021-05-27,2025-09-15,False,28629.75,USD,United States,Gauteng,Pretoria,1107.0,D,False,False
1144,Abel,Moyo,abel.moyo@mail.com,Female,Human Resources,Manager,2021-01-16,,True,21536.45,USD,South Africa,KwaZulu-Natal,Durban,1098.0,C,True,False
1145,Jane,Nkosi,jane.nkosi@company.co.za,Female,Information Technology,Accountant,2022-12-17,,True,20077.79,GBP,United Kingdom,Gauteng,Pretoria,,D,True,False
1146,Jane,Nkosi,jane.nkosi@example,Other,Finance,Analyst,2017-01-07,2021-12-08,False,28820.87,GBP,United States,,,1057.0,B,False,False
1147,Rae,Nguyen,rae.nguyen@example.com,Female,Finance,Senior Analyst,2015-07-26,,True,31719.41,GBP,South Africa,Gauteng,Cape Town,,Pending,True,False
1148,Zed,Ndlovu,zed.ndlovu@company.co.za,Male,Finance,Manager,2022-06-18,2024-09-03,False,25118.48,ZAR,United States,Western Cape,,1086.0,A,True,False
1149,Abel,Ndlovu,abel.ndlovu@company.co.za,Female,Human Resources,Accountant,2016-01-16,,True,31626.71,ZAR,United Kingdom,Gauteng,Pretoria,1001.0,C,True,False
1150,Bob,Naidoo,bob.naidoo@example,Female,Operations,Clerk,2017-01-02,,True,16566.77,ZAR,South Africa,,Polokwane,,A,False,False
