employee_id,first_name,last_name,date_of_birth,job_title,DEPARTMENT,salary
75,Antone,Collelton,5/2/1983,Design Engineer,IT,48687.5
76,Jedediah,Regglar,11/19/1953,Developer III,IT,88024.73
77,Deane,Smeal,3/11/1993,Legal Assistant,IT,20980.72
78,Tabitha,Bendelow,11/11/1995,Health Coach I,IT,6757.33
79,Ogdon,Chsteney,6/2/1953,Design Engineer,MARKETING,94062.47
80,Natale,Speakman,1/31/1998,Senior Editor,IT,63902.9
81,Zach,Readwing,12/17/1980,Electrical Engineer,SALES,52542.56
82,Elden,Balls,5/18/1960,Administrative Officer,MARKETING,80532.43
83,Merry,Brownbill,12/23/1990,Compensation Analyst,FINANCE,15533.14
84,Shanda,Postance,4/13/1997,Graphic Designer,HR,27037.92
85,Nevil,Coote,9/25/1983,Mechanical Systems Engineer,SALES,59868.94
86,Cary,Clendinning,11/23/1963,Recruiting Manager,FINANCE,39187.0
87,Doyle,Spoerl,3/19/1951,Sales Representative,MARKETING,96285.86
88,Wain,Davidovicz,7/21/1982,Accounting Assistant III,SALES,72131.93
89,Elaine,Gelardi,2/29/1988,Administrative Officer,SALES,69755.03
91,Wilmar,Beange,4/24/1982,Electrical Engineer,SALES,76979.11
92,Rriocard,Cook,5/26/1978,Director of Sales,SALES,7654.26
93,Garvey,Giacovelli,1/12/1959,Budget/Accounting Analyst I,IT,58792.75
94,Jaimie,Ridesdale,9/4/1971,Health Coach I,FINANCE,65699.86
95,Derril,Speechly,8/1/1953,Occupational Therapist,IT,40927.61
96,Paulita,Lerway,9/27/1952,Automation Specialist I,FINANCE,42284.33
97,Ashleigh,Mansel,8/17/1953,Internal Auditor,FINANCE,92167.68
98,Zonnya,Bletcher,12/1/1963,Account Executive,IT,12660.92
99,Shela,O' Bee,12/27/1961,Account Executive,FINANCE,87617.53
100,Emyle,Dockree,10/12/1971,Account Representative I,HR,43512.73
101,Ludwig,Lawlings,7/3/1957,Environmental Tech,SALES,5889.36
102,Lyndell,Rivallant,9/6/1978,Clinical Specialist,SALES,32562.62
103,Lisette,Harriott,12/8/1989,Office Assistant II,MARKETING,43258.56
104,Rand,Rudsdell,9/7/1997,Staff Accountant I,SALES,85517.17
105,Westley,Mead,8/10/1994,Data Coordinator,HR,48054.12
106,Joyce,Parcells,10/18/1964,Marketing Manager,MARKETING,10556.79
107,Lura,Dragon,7/28/1998,Editor,IT,25051.7
108,Iolanthe,Leates,3/4/1978,Community Outreach Specialist,IT,68888.92
109,Berrie,MacLardie,10/28/1973,VP Quality Control,HR,60109.81
110,Minnnie,Tenaunt,2/27/1970,Nurse Practicioner,MARKETING,36127.42
112,Tiebold,Kemmons,10/6/1950,Budget/Accounting Analyst IV,FINANCE,16965.57
113,Chiquia,Dunkirk,12/11/1986,Professor,MARKETING,8223.95
114,Car,Ashley,2/17/1961,Senior Quality Engineer,HR,49979.24
115,Marrilee,Spurrier,3/29/1953,Sales Representative,SALES,18909.44
116,Zechariah,Bottell,3/12/1961,Environmental Tech,FINANCE,7083.03
117,Giselle,Renihan,6/13/1985,Community Outreach Specialist,IT,92470.57
118,Iormina,Orrett,7/16/1986,Editor,SALES,23057.52
119,Iain,Fryatt,12/9/1961,Quality Control Specialist,IT,19179.57
120,Clarita,Carrell,10/6/1999,Research Nurse,FINANCE,19426.18
121,Hashim,Miranda,12/17/1963,Registered Nurse,FINANCE,69692.43
122,Jeramey,Tournie,5/28/1956,VP Sales,HR,92056.09
123,Flynn,Simister,8/15/1963,Safety Technician I,MARKETING,54987.12
126,Colly,Elger,1/22/1975,Account Executive,IT,45076.54
127,Marcel,Moorrud,7/18/1955,Librarian,IT,27791.6
128,Burgess,Labrow,9/6/1962,Physical Therapy Assistant,SALES,48984.67
129,Robena,Nisen,4/18/1992,Media Manager III,MARKETING,70450.02
130,Alfy,Pook,5/17/1981,VP Quality Control,MARKETING,67477.16
131,Ulrick,Pacher,1/1/1978,Research Assistant IV,FINANCE,4423.48
132,Jean,Coslett,12/29/1988,Senior Financial Analyst,IT,92211.41
133,Astrid,Guppie,11/18/1998,Senior Cost Accountant,HR,91433.14
134,Mattie,Trownson,8/10/1961,Help Desk Technician,MARKETING,18610.45
135,Sharlene,Grimditch,2/23/1997,Librarian,MARKETING,71631.12
136,Yasmeen,Leverington,1/12/1997,Automation Specialist II,HR,80750.82
137,Wilone,Phelip,2/28/1962,Engineer I,MARKETING,19488.63
138,Eddy,Tumber,3/23/1981,Statistician II,IT,44765.49
139,Ree,Plante,4/9/1983,Nurse Practicioner,MARKETING,86979.29
141,Ailina,Plumstead,10/1/1957,Staff Scientist,FINANCE,71862.75
142,Benita,Trussell,3/14/1959,Occupational Therapist,IT,51125.67
143,Erin,Sheal,5/15/1959,Engineer I,SALES,34563.74
144,Rowena,Boyda,9/26/1980,Professor,MARKETING,33162.33
145,Elwira,Bennion,4/25/1972,Chemical Engineer,SALES,68580.52
147,Modestia,Galego,11/23/1950,Engineer I,MARKETING,92450.23
149,Noellyn,McSorley,8/16/1996,Computer Systems Analyst III,FINANCE,99532.49
150,Erwin,Paynton,2/12/1995,Information Systems Manager,SALES,1228.06
151,Casey,Firebrace,7/17/1999,Chief Design Engineer,IT,16726.86
152,Julissa,Sayton,11/11/1950,Nuclear Power Engineer,IT,24034.03
153,Roselle,Stiller,7/31/1953,Accountant II,IT,58374.13
154,Gerard,Cosham,9/23/1991,Financial Advisor,MARKETING,34668.33
155,Stephenie,Cranmor,8/27/1966,Junior Executive,HR,98149.83
156,Fritz,Hymus,9/10/1980,Quality Control Specialist,IT,66109.18
158,Winni,Mitcham,3/21/1997,Food Chemist,IT,58726.44
159,Tallou,De Meyer,3/2/1994,Legal Assistant,SALES,95600.63
160,Drucie,Shoebrook,3/6/1960,Developer I,HR,60147.82
161,Rafaelita,Salzburger,6/25/1984,Structural Analysis Engineer,IT,38712.74
162,Celisse,Satterlee,11/1/1978,Actuary,IT,90718.89
163,Kaiser,Tarney,11/5/1964,Web Designer I,MARKETING,63884.57
164,Heywood,Peddar,8/10/1971,Software Consultant,HR,66465.58
165,Luca,Pauletto,5/31/1995,Geological Engineer,IT,31819.49
166,Evin,Londesborough,12/21/1975,Research Assistant I,IT,82152.17
167,Barrie,Rollingson,11/21/1968,Mechanical Systems Engineer,SALES,33147.71
168,Philis,Eskrick,5/14/1978,Web Designer II,IT,86528.3
169,Mack,Quig,2/27/1971,Biostatistician III,SALES,97417.08
171,Clo,Dzeniskevich,11/23/1962,Compensation Analyst,HR,41811.07
172,Cecilla,Tingcomb,2/14/1972,Quality Control Specialist,MARKETING,11978.92
173,Horatio,Coats,6/27/1958,Analyst Programmer,IT,28952.18
174,Crichton,Basire,6/7/1954,Safety Technician II,HR,37722.52
175,Berri,Cappineer,8/24/1972,Structural Analysis Engineer,IT,67376.73
176,Cornela,Popworth,6/14/1993,Assistant Manager,MARKETING,62710.53
177,Sergei,Hassent,9/8/1985,Research Assistant I,HR,12837.05
178,Dido,Yakunchikov,4/17/1989,Budget/Accounting Analyst I,HR,11271.95
179,Lolly,Raiker,9/12/1997,Recruiter,SALES,62697.28
180,Denis,Dono,9/4/1994,Business Systems Development Analyst,IT,88556.81
181,Roddie,Shawyer,7/9/1977,Actuary,FINANCE,76750.81
182,Sloan,Geistbeck,9/6/1960,Account Representative III,SALES,84240.33
183,Eloisa,Bawden,7/1/1975,Executive Secretary,FINANCE,1249.62
184,Berton,Lushey,2/8/1999,GIS Technical Architect,MARKETING,58815.34
187,Celka,Cinnamond,11/28/1954,Clinical Specialist,IT,36666.22
188,Jemima,Borthwick,8/3/1968,Analog Circuit Design manager,SALES,35583.63
189,Eilis,Proback,5/9/1966,Librarian,HR,72684.5
190,Evered,Brunnstein,4/7/1953,VP Quality Control,IT,31972.97
191,Henryetta,Stranio,11/2/1974,Analog Circuit Design manager,HR,56528.76
192,Jabez,Seccombe,11/15/1984,Speech Pathologist,FINANCE,19343.55
193,Galvin,Robard,9/20/1982,Software Test Engineer III,SALES,3110.94
194,Jennilee,Lauderdale,6/2/1957,Marketing Assistant,HR,1362.93
195,Sydney,Kilcoyne,8/21/1975,Environmental Tech,IT,6037.39
196,Katy,Sellwood,2/23/1961,Nurse Practicioner,SALES,5416.5
197,Irv,Hindsberg,8/3/1996,Compensation Analyst,IT,93559.57
198,Ciel,Garretts,1/1/1991,Structural Engineer,IT,3940.72
199,Sly,Maxweell,10/2/1977,Programmer Analyst IV,MARKETING,95515.36
200,Charla,Larrie,1/8/1951,Operator,FINANCE,95762.81
201,Abramo,Hyman,12/6/1962,Developer IV,IT,6136.13
202,Corby,Rafferty,10/1/1981,VP Quality Control,FINANCE,77381.48
203,Tuckie,Cloke,10/24/1982,VP Quality Control,FINANCE,87422.92
204,Terry,Lacoste,12/26/1985,Assistant Media Planner,HR,7653.81
205,Harlie,Stollenwerck,11/16/1982,Compensation Analyst,IT,47956.63
206,Fredrick,Boole,6/17/1985,Statistician III,SALES,92102.44
207,Sky,Guidera,9/10/1994,Research Associate,IT,20434.23
209,Karin,Feary,8/3/1975,Civil Engineer,MARKETING,73943.56
210,Thomasina,Jakaway,4/21/1959,Librarian,SALES,79839.82
211,Annie,Paulsson,10/20/1969,Web Designer I,MARKETING,88578.07
212,Octavia,Bielby,8/5/1967,Staff Accountant I,HR,49326.51
213,Darsey,Eleshenar,9/4/1985,Health Coach IV,IT,32618.52
214,Karlotte,Dowbekin,11/8/1952,Nurse Practicioner,IT,66753.32
215,Grayce,Ramshaw,4/20/1954,Geologist II,SALES,35949.26
216,Kari,Moreno,3/30/1959,Assistant Media Planner,SALES,56874.32
217,Ailbert,Brayfield,3/25/1982,Assistant Professor,IT,92404.39
219,Kimball,Olenin,11/26/1978,Media Manager II,SALES,31921.09
220,Vilhelmina,Skingley,1/9/1977,Financial Advisor,FINANCE,90738.95
221,Fernandina,Courtese,4/7/1955,Programmer Analyst III,SALES,82681.67
222,Terrance,Rodie,12/7/1985,Recruiter,IT,11648.68
223,Morgen,Kenrat,2/19/1961,Information Systems Manager,FINANCE,76545.94
225,Norbert,Ebbett,10/29/1967,Speech Pathologist,IT,91358.35
226,Cirillo,Dimblebee,4/13/1978,Community Outreach Specialist,MARKETING,13539.84
227,Simona,Greet,2/11/1965,Account Executive,IT,35279.81
228,Letitia,Bassom,8/4/1992,Biostatistician III,MARKETING,1332.75
229,Ferdinand,Summers,5/3/1976,Nurse Practicioner,SALES,66992.5
230,Arne,Foulks,3/29/1967,Structural Analysis Engineer,HR,39921.38
231,Thomasine,Gyver,3/25/1979,Occupational Therapist,FINANCE,34534.51
232,Glynn,Foxworthy,5/19/1975,Nurse,IT,33111.79
233,Tessie,Purry,6/7/1975,Web Designer III,HR,99434.22
234,Olive,Gallie,10/15/1969,Assistant Professor,MARKETING,15374.22
235,Marcelo,Zold,4/5/1984,Information Systems Manager,MARKETING,46490.86
236,Ruthi,Redmain,12/27/1988,Programmer Analyst I,MARKETING,5725.23
237,Cris,Spincks,8/25/1991,Desktop Support Technician,SALES,83668.28
239,Janie,Chevis,2/14/1970,Project Manager,HR,7267.69
240,Shell,Rablan,6/29/1976,Structural Engineer,IT,50469.7
241,Lula,Edmonson,9/20/1973,Editor,FINANCE,39365.4
242,Dennison,Biasetti,5/25/1966,Editor,HR,3113.58
243,Roz,Chiplen,5/14/1969,Environmental Tech,IT,9808.84
244,Clem,Shubotham,3/5/1965,Financial Advisor,SALES,73990.74
245,Cheryl,Kinneir,7/26/1981,Environmental Specialist,SALES,35923.85
247,Raeann,Tredgold,11/19/1958,Quality Control Specialist,MARKETING,39669.87
248,Jeralee,Scawton,9/13/1985,Mechanical Systems Engineer,HR,46968.14
249,Brannon,Drife,4/17/1966,Project Manager,IT,68887.37
250,Park,Gors,1/14/1989,Research Assistant IV,SALES,93910.09
251,Blancha,Latehouse,7/14/1981,Nurse Practicioner,SALES,21554.19
252,Sylvester,Mityushin,11/1/1954,Paralegal,MARKETING,82581.41
253,Cort,Banford,12/28/1993,Administrative Assistant IV,FINANCE,11772.38
254,Tabb,Easeman,7/28/1973,Software Engineer I,MARKETING,77977.91
255,Leodora,Charon,7/13/1952,Executive Secretary,FINANCE,27048.55
257,Margarita,Soames,11/10/1988,Executive Secretary,HR,26709.74
258,Aeriel,Crebbin,12/12/1974,Assistant Professor,FINANCE,7066.71
259,Fania,MacKettrick,7/30/1983,Quality Engineer,SALES,95398.03
260,Leonardo,Hamblington,8/19/1962,Help Desk Technician,FINANCE,18953.26
261,Berti,Austing,3/17/1955,Human Resources Manager,MARKETING,84361.23
262,Jourdain,Count,7/30/1952,Geological Engineer,MARKETING,34092.14
264,Staford,Pechacek,1/7/1997,Social Worker,HR,22180.59
265,Pierre,Turmall,3/31/1980,Paralegal,HR,6038.96
266,Fred,Feasey,6/19/1956,Analyst Programmer,FINANCE,94509.24
267,Adore,Reeders,1/31/1979,Chief Design Engineer,SALES,7422.13
268,Libby,De Morena,6/19/1964,Quality Engineer,MARKETING,69427.78
269,Ros,Vodden,8/25/1991,Compensation Analyst,IT,59229.43
270,Maire,Sollitt,6/5/1996,Cost Accountant,MARKETING,39449.83
271,Illa,Mayo,2/7/1952,Technical Writer,FINANCE,95860.52
272,Paddy,Cressey,5/13/1996,Financial Analyst,IT,85921.92
274,Janella,Pycock,3/26/1987,Desktop Support Technician,IT,27021.49
275,Inglis,Gosson,12/25/1968,Senior Quality Engineer,IT,85511.07
276,Melanie,Higgoe,5/16/1999,Tax Accountant,HR,29491.76
277,Franklyn,Lantiffe,7/19/1957,Database Administrator II,FINANCE,50030.61
278,Marketa,Finlry,10/30/1995,Recruiting Manager,IT,14985.2
279,Doe,Summerlad,5/19/1954,Librarian,FINANCE,9210.4
280,Ike,Daingerfield,8/30/1976,Marketing Manager,IT,98609.41
281,Bunni,Havenhand,7/31/1962,Research Associate,HR,28060.8
282,Andrey,Teaser,9/12/1989,Developer III,FINANCE,53008.59
283,Verney,Allonby,4/2/1976,Programmer IV,IT,78508.3
284,Cleveland,Priestland,9/17/1962,Engineer IV,IT,98017.59
286,Alfie,Frugier,1/3/1980,VP Sales,FINANCE,36631.47
287,Bambi,Eyckelberg,4/3/1993,Web Designer III,HR,40442.03
288,Aurilia,Brace,1/25/1965,Accountant IV,HR,84025.3
289,Rozele,Morhall,6/8/1980,Data Coordinator,IT,99689.08
290,Archaimbaud,Langland,1/14/1991,Quality Engineer,HR,12148.66
291,Etta,Naisbitt,3/15/1979,Speech Pathologist,IT,35635.31
293,Abbey,Favell,3/14/1993,Structural Analysis Engineer,HR,77876.2
295,Irwinn,Karsh,6/12/1982,Nurse,MARKETING,81029.55
297,Roanne,Jako,10/28/1962,VP Sales,MARKETING,9276.07
298,Zondra,Spriddle,2/23/1972,Research Associate,FINANCE,20285.75
299,Berri,Meads,10/17/1984,Automation Specialist III,HR,23892.28
300,Efren,Astley,4/18/1976,Senior Sales Associate,SALES,44343.88
301,Auberta,St Pierre,5/9/1983,Financial Analyst,SALES,77887.57
302,Faith,Boncore,1/3/1970,Professor,MARKETING,78021.3
304,Antoine,Kippie,8/18/1991,Automation Specialist IV,IT,6513.61
306,Selene,Denniston,9/19/1963,Structural Analysis Engineer,MARKETING,55913.64
307,Greggory,Udell,8/23/1964,Web Designer II,SALES,83065.3
308,Kania,Gyngyll,11/1/1961,Food Chemist,SALES,93785.3
310,Bree,Sackes,3/25/1952,General Manager,MARKETING,26581.85
311,Eva,Proppers,10/18/1950,Senior Editor,FINANCE,31527.4
313,Kissee,Friskey,10/22/1976,Product Engineer,IT,29292.91
314,Tine,Filipchikov,12/4/1998,Administrative Officer,FINANCE,38816.85
315,Loreen,Osburn,1/5/1956,Account Coordinator,IT,48534.66
316,Austen,Lemmers,10/3/1988,Staff Accountant II,IT,1665.48
318,Debbie,Celes,8/2/1968,Nurse,SALES,47898.11
320,Brodie,Ginnaly,10/26/1991,Professor,SALES,1688.74
321,Rossy,Lavery,5/1/1971,Automation Specialist I,FINANCE,70698.06
322,Yuri,Rowcastle,4/30/1970,Dental Hygienist,IT,66346.19
323,Janene,Eagger,4/5/1992,Cost Accountant,IT,44049.88
324,Dominique,Frick,1/16/1951,Paralegal,FINANCE,42883.6
325,Vaughn,Lindholm,5/10/1953,Associate Professor,SALES,80249.55
326,Felipe,Gummer,4/23/1997,Professor,SALES,95731.71
327,Berny,Dragonette,9/11/1988,Geologist II,HR,92479.53
328,Rodger,MacQuarrie,11/9/1961,Developer I,FINANCE,13820.88
329,Gabbie,McIvor,2/3/1951,Safety Technician I,IT,88057.51
330,Lou,Josskovitz,9/26/1987,Database Administrator II,FINANCE,51404.28
331,Forest,Burnep,10/7/1994,Teacher,IT,79058.57
332,Kylila,Jarrette,7/28/1961,Budget/Accounting Analyst I,SALES,21155.37
333,Ransom,Crees,2/22/1977,VP Marketing,SALES,19446.8
334,Daria,Duerden,4/9/1963,Internal Auditor,FINANCE,7438.87
335,Faunie,O'Cahill,9/17/1971,Health Coach I,HR,23199.42
336,Henryetta,Burroughes,1/9/1955,Junior Executive,MARKETING,55914.24
337,Agnesse,Bothie,9/13/1966,Programmer I,SALES,99059.5
338,Eimile,Patley,9/21/1967,Teacher,MARKETING,51623.9
339,Bud,Oldland,11/17/1967,Web Developer III,IT,24639.11
340,Ermentrude,Carson,1/20/1956,Health Coach II,FINANCE,24111.92
341,Morrie,Broadway,10/14/1996,Staff Accountant II,MARKETING,15480.56
342,Rem,Makeswell,12/27/1995,Database Administrator IV,SALES,79368.59
343,Daphne,Gawthorp,10/6/1988,Legal Assistant,HR,88191.28
344,Jefferson,Yacob,4/24/1983,Pharmacist,IT,56528.94
345,Chrotoem,Oxtiby,11/17/1970,Research Assistant IV,IT,20776.8
346,Lothario,McChruiter,10/30/1968,Financial Advisor,HR,88069.96
347,Karly,Tolerton,6/17/1951,Research Nurse,SALES,49859.25
348,Arliene,Meah,8/19/1974,Assistant Media Planner,HR,97219.45
349,Allyson,Brittain,9/15/1985,Financial Analyst,HR,47144.93
350,Zach,Aloway,11/21/1952,Senior Editor,SALES,19080.54
351,Ethe,Dumini,3/21/1966,Business Systems Development Analyst,FINANCE,51831.56
352,Bertram,Well,6/27/1965,Professor,IT,33126.95
353,Ozzie,Spaice,9/28/1952,VP Product Management,FINANCE,45102.69
354,Fidelio,Croizier,12/29/1973,Nurse,FINANCE,81024.34
355,Karla,Pighills,8/31/1999,Technical Writer,SALES,51502.0
356,Lavinie,Matura,11/4/1985,Business Systems Development Analyst,HR,28145.03
357,Gottfried,Kolczynski,2/16/1981,VP Accounting,FINANCE,93040.3
358,Eugenia,Deboy,2/26/1973,Quality Engineer,IT,84789.45
359,Sanson,Peachment,12/18/1966,GIS Technical Architect,HR,42469.14
360,Anabella,Favela,7/10/1951,Help Desk Technician,FINANCE,38428.33
361,Obediah,Goult,1/23/1972,Recruiter,FINANCE,49510.06
362,Allyson,Huckfield,3/11/1964,Research Nurse,SALES,27072.53
363,Basil,Feare,11/26/1977,GIS Technical Architect,MARKETING,27346.87
364,Sollie,Burgon,10/21/1982,VP Marketing,MARKETING,2537.53
365,Catha,Bettington,2/20/1973,Health Coach I,SALES,80048.86
366,Annemarie,Corradetti,12/27/1977,Administrative Officer,MARKETING,47180.8
367,Griffie,Sillis,10/27/1966,Senior Quality Engineer,HR,6071.43
368,Cristiano,Quixley,4/25/1960,VP Quality Control,SALES,47974.54
369,Kirstin,Loftie,10/2/1951,Biostatistician II,IT,42193.56
370,Rebekkah,Van Arsdall,3/1/1980,Quality Engineer,IT,53415.52
371,Neil,Stilldale,7/30/1996,VP Product Management,SALES,2712.7
372,Clara,Weighell,11/10/1997,Structural Engineer,MARKETING,5655.69
373,Lorrie,O'Hoey,12/17/1960,Compensation Analyst,HR,43967.93
376,Vale,Hearmon,3/8/1967,Graphic Designer,IT,1982.67
377,Sib,Giddons,9/30/1959,Payment Adjustment Coordinator,HR,33802.73
378,Llewellyn,Preshaw,4/4/1964,Administrative Assistant I,SALES,1600.87
379,Dorothea,Haps,12/9/1993,Quality Control Specialist,MARKETING,89848.7
380,Natalina,Di Ruggiero,2/16/1972,Physical Therapy Assistant,IT,74943.24
381,Christi,Gotmann,6/9/1984,Actuary,MARKETING,89774.07
382,Marve,Dooler,8/15/1980,Research Nurse,HR,13107.17
383,Ripley,Lenthall,1/7/1982,Web Designer I,MARKETING,206.85
384,Alice,Verissimo,12/21/1974,Environmental Tech,IT,39544.92
385,Bucky,Conradie,3/29/1987,Assistant Media Planner,SALES,99101.59
386,Sandy,Surplice,12/3/1984,General Manager,SALES,36185.85
387,Samaria,Cronkshaw,4/9/1971,Librarian,HR,16787.81
388,Manolo,Buyers,7/25/1967,Programmer I,HR,45790.11
389,Nanete,Cambden,6/15/1993,Account Representative II,FINANCE,36369.82
390,Devina,Rosa,6/16/1984,Administrative Officer,HR,71715.69
391,Angie,Bagniuk,5/11/1994,Engineer II,SALES,38764.0
392,Don,Brabbs,6/23/1972,Help Desk Operator,FINANCE,98419.85
393,Alejoa,Rude,6/3/1975,Speech Pathologist,IT,94931.21
394,Alwin,Carbry,1/14/1986,Editor,MARKETING,72370.58
395,Delly,Donaway,4/1/1957,Office Assistant III,HR,19246.45
396,Aloise,Stanyer,7/5/1982,Marketing Assistant,FINANCE,73883.58
397,Bond,Joiner,12/21/1974,Professor,MARKETING,806.31
398,Cherise,Marsters,2/17/1957,Analyst Programmer,IT,22997.19
399,Richard,Fletcher,9/19/1979,Quality Control Specialist,SALES,23773.72
400,Ailsun,Huckin,10/25/1999,Cost Accountant,FINANCE,40293.27
401,Gwyneth,Tubritt,3/7/1962,Junior Executive,MARKETING,36535.06
402,Bastian,Tight,10/30/1987,Project Manager,MARKETING,90192.91
403,Nana,Finlay,4/4/1953,Operator,SALES,60603.22
404,Graehme,Lapidus,9/14/1961,Web Developer III,SALES,72151.44
405,Leigh,Melbert,7/1/1978,Safety Technician I,IT,52793.07
406,Portia,Bradock,12/22/1991,Account Coordinator,HR,61153.88
407,Dom,Ronchka,11/29/1950,Staff Accountant IV,SALES,80073.03
408,Ric,Blevin,11/22/1965,Desktop Support Technician,FINANCE,7497.03
409,Nels,Keyzor,6/2/1955,Nuclear Power Engineer,FINANCE,69769.16
410,Yves,Jelleman,11/10/1963,Teacher,FINANCE,84003.7
411,Anabella,Barfitt,11/2/1988,Geological Engineer,FINANCE,43214.74
412,Eba,Kornacki,2/18/1954,Electrical Engineer,IT,5657.13
413,Ricard,Petrozzi,6/25/1991,Web Designer IV,HR,84700.79
414,Silvana,Costin,3/27/1959,Librarian,FINANCE,19776.48
415,Job,Rapa,9/9/1996,Marketing Manager,SALES,76398.76
416,Clay,Blitz,12/19/1969,Account Representative IV,SALES,15984.93
417,Finn,Rabjohns,1/20/1986,Speech Pathologist,MARKETING,29207.0
418,Denny,Casswell,6/27/1968,Staff Scientist,HR,14825.04
419,Kylynn,Finlry,8/28/1958,Programmer Analyst I,SALES,78658.91
